참여자번호,브레이크유형,저감속구간 번호,저감속구간의 길이,브레이크세기,반응시간
24,A기본제동등,17,1.4,0.0,0.834
24,A기본제동등,18,1.244,0.30848,0.788
24,A기본제동등,19,1.807,0.0,0.343
24,A기본제동등,20,1.797,0.0,0.0
24,A기본제동등,21,1.7,0.19882,0.512
24,A기본제동등,22,1.773,0.0,1.182
24,B밝기변화제동등,1,1.36,0.0,0.735
24,B밝기변화제동등,2,2.489,0.0,1.543
24,B밝기변화제동등,3,1.937,0.0,0.0
24,B밝기변화제동등,4,1.846,0.0,0.367
24,B밝기변화제동등,5,1.378,0.0,0.793
24,B밝기변화제동등,6,1.803,0.0,0.598
24,B밝기변화제동등,7,2.332,0.0,0.08
24,B밝기변화제동등,8,3.416,0.0,0.815
24,B밝기변화제동등,9,1.24,0.0,0.921
24,B밝기변화제동등,10,2.498,0.0,1.219
24,B밝기변화제동등,11,2.825,0.0,2.161
24,B밝기변화제동등,12,2.678,0.0,0.0
24,B밝기변화제동등,13,1.371,0.0,0.0
24,B밝기변화제동등,14,1.982,0.0,0.0
24,B밝기변화제동등,15,1.24,0.0,0.561
24,B밝기변화제동등,16,1.807,0.0,0.0
24,B밝기변화제동등,17,2.944,0.0,2.703
24,B밝기변화제동등,18,1.23,0.0,0.0
24,B밝기변화제동등,19,1.658,0.00042,0.872
24,B밝기변화제동등,20,1.238,0.0,1.055
24,B밝기변화제동등,21,1.785,0.0,0.546
24,C점멸주파수변화제동등,1,1.183,0.0,0.447
24,C점멸주파수변화제동등,2,1.206,0.0,0.626
24,C점멸주파수변화제동등,3,1.789,0.0,0.0
24,C점멸주파수변화제동등,4,1.769,0.0,0.274
24,C점멸주파수변화제동등,5,2.903,0.0,0.0
24,C점멸주파수변화제동등,6,1.788,0.0,0.0
24,C점멸주파수변화제동등,7,1.355,0.0,1.11
24,C점멸주파수변화제동등,8,1.765,0.4665,0.0
24,C점멸주파수변화제동등,9,1.061,0.3388,0.337
24,C점멸주파수변화제동등,10,2.331,0.09489,1.259
24,C점멸주파수변화제동등,11,1.777,0.0,0.193
24,C점멸주파수변화제동등,12,2.899,0.0,0.672
24,C점멸주파수변화제동등,13,1.77,0.0,0.0
24,C점멸주파수변화제동등,14,1.378,0.0,0.676
24,C점멸주파수변화제동등,15,1.146,0.0,0.858
24,C점멸주파수변화제동등,16,0.922,0.1647,0.588
24,C점멸주파수변화제동등,17,1.223,0.0,1.111
24,C점멸주파수변화제동등,18,2.301,0.0,0.0
24,C점멸주파수변화제동등,19,2.812,0.0,2.404
24,C점멸주파수변화제동등,20,2.338,0.0,0.0
24,D면적변화제동등,1,1.934,0.0,1.393
24,D면적변화제동등,2,1.21,0.0,0.418
24,D면적변화제동등,3,1.832,0.0,0.755
24,D면적변화제동등,4,1.228,0.0,0.729
24,D면적변화제동등,5,2.306,0.33094,0.23
24,D면적변화제동등,6,1.78,0.0,1.277
24,D면적변화제동등,7,1.793,0.01791,0.369
24,D면적변화제동등,8,2.465,0.0,0.0
24,D면적변화제동등,9,1.943,0.0,0.767
24,D면적변화제동등,10,2.331,0.0,1.99
24,D면적변화제동등,11,3.406,0.0,2.361
24,D면적변화제동등,12,1.786,0.0,0.631
24,D면적변화제동등,13,1.384,0.0,0.0
24,D면적변화제동등,14,1.766,0.0,0.706
24,D면적변화제동등,15,1.402,0.0,0.797
24,D면적변화제동등,16,1.115,0.54358,0.244
24,D면적변화제동등,17,1.539,0.18755,0.419
24,D면적변화제동등,18,1.29,0.25631,0.712
24,D면적변화제동등,19,1.228,0.0,0.0
25,A기본제동등,1,2.346,0.0,1.006
25,A기본제동등,2,0.88,0.0,0.602
25,A기본제동등,3,3.306,0.0,0.889
25,A기본제동등,4,1.934,0.0,0.0
25,A기본제동등,5,1.774,0.0,0.0
25,A기본제동등,6,0.814,0.31155,0.116
25,A기본제동등,7,2.487,0.10858,0.205
25,A기본제동등,8,1.768,0.0,0.155
25,A기본제동등,9,1.223,0.0,0.249
25,A기본제동등,10,2.46,0.0,0.617
25,A기본제동등,11,1.203,0.0,0.302
25,A기본제동등,12,1.257,0.0,0.581
25,A기본제동등,13,1.221,0.0,0.613
25,A기본제동등,14,1.794,0.0,0.508
25,A기본제동등,15,1.767,0.0,0.461
25,A기본제동등,16,1.746,0.0,0.0
25,A기본제동등,17,1.351,0.0,0.636
25,A기본제동등,18,1.771,0.0,0.578
25,A기본제동등,19,1.365,0.0,0.659
25,A기본제동등,20,3.023,0.05908,0.56
25,A기본제동등,21,1.512,0.0,0.631
25,A기본제동등,22,2.77,0.0,0.515
25,A기본제동등,23,1.927,0.0,0.58
25,B밝기변화제동등,1,1.771,0.0,1.771
25,B밝기변화제동등,2,2.2,0.0,0.363
25,B밝기변화제동등,3,3.308,0.0,0.533
25,B밝기변화제동등,4,1.789,0.0,0.0
25,B밝기변화제동등,5,1.801,0.0,0.0
25,B밝기변화제동등,6,1.366,0.0,0.432
25,B밝기변화제동등,7,1.629,0.19457,0.923
25,B밝기변화제동등,8,0.967,0.0,0.203
25,B밝기변화제동등,9,1.226,0.0,0.127
25,B밝기변화제동등,10,2.468,0.0,2.383
25,B밝기변화제동등,11,1.264,0.03296,0.889
25,B밝기변화제동등,12,2.326,0.00987,1.948
25,B밝기변화제동등,13,1.792,0.0,0.0
25,B밝기변화제동등,14,2.751,0.0,2.17
25,B밝기변화제동등,15,1.732,0.0,1.655
25,B밝기변화제동등,16,1.206,0.0,0.0
25,B밝기변화제동등,17,1.38,0.0,0.95
25,B밝기변화제동등,18,1.222,0.0,0.0
25,B밝기변화제동등,19,1.926,0.0,0.823
25,B밝기변화제동등,20,1.483,0.0,1.23
25,B밝기변화제동등,21,1.915,0.0,1.724
25,B밝기변화제동등,22,1.785,0.0,0.0
25,C점멸주파수변화제동등,1,0.879,0.0,0.839
25,C점멸주파수변화제동등,2,1.228,0.0,0.672
25,C점멸주파수변화제동등,3,2.38,0.0,0.545
25,C점멸주파수변화제동등,4,2.743,0.0,2.467
25,C점멸주파수변화제동등,5,1.927,0.0,0.291
25,C점멸주파수변화제동등,6,1.934,0.0,0.0
25,C점멸주파수변화제동등,7,1.781,0.0,0.0
25,C점멸주파수변화제동등,8,2.086,0.05501,0.617
25,C점멸주파수변화제동등,9,1.776,0.0,0.0
25,C점멸주파수변화제동등,10,1.778,0.0,0.362
25,C점멸주파수변화제동등,11,1.363,0.0,0.799
25,C점멸주파수변화제동등,12,2.348,0.0,0.624
25,C점멸주파수변화제동등,13,1.749,0.00085,1.748
25,C점멸주파수변화제동등,14,3.299,0.0,1.73
25,C점멸주파수변화제동등,15,1.22,0.0,0.0
25,C점멸주파수변화제동등,16,1.244,0.0,0.0
25,C점멸주파수변화제동등,17,1.768,0.0,0.0
25,C점멸주파수변화제동등,18,1.374,0.0,0.57
25,C점멸주파수변화제동등,19,1.483,0.0,0.617
25,C점멸주파수변화제동등,20,1.956,0.0,0.64
25,C점멸주파수변화제동등,21,2.361,0.0,0.505
25,C점멸주파수변화제동등,22,1.786,0.01397,0.852
25,C점멸주파수변화제동등,23,1.224,0.0,0.0
25,C점멸주파수변화제동등,24,1.942,0.0,0.472
25,D면적변화제동등,1,1.218,0.0,0.635
25,D면적변화제동등,2,2.203,0.0,1.002
25,D면적변화제동등,3,1.758,0.0,0.0
25,D면적변화제동등,4,1.749,0.0,0.0
25,D면적변화제동등,5,1.377,0.0,0.0
25,D면적변화제동등,6,1.744,0.0916,0.591
25,D면적변화제동등,7,2.755,0.0,0.0
25,D면적변화제동등,8,1.921,0.0,0.0
25,D면적변화제동등,9,2.368,0.0,0.775
25,D면적변화제동등,10,1.366,0.0,0.0
25,D면적변화제동등,11,2.516,0.0,0.635
25,D면적변화제동등,12,1.931,0.0,1.851
25,D면적변화제동등,13,1.225,0.0,0.0
25,D면적변화제동등,14,2.26,0.0,0.0
25,D면적변화제동등,15,2.9,0.0,0.0
25,D면적변화제동등,16,1.807,0.0,0.0
25,D면적변화제동등,17,1.371,0.0,0.538
25,D면적변화제동등,18,1.41,0.06038,0.342
25,D면적변화제동등,19,2.374,0.0,0.0
25,D면적변화제동등,20,3.283,0.0,0.639
25,D면적변화제동등,21,1.915,0.13163,0.416
25,D면적변화제동등,22,1.073,0.0,0.0
25,D면적변화제동등,23,1.805,0.05309,1.209
25,D면적변화제동등,24,1.222,0.0,0.54
25,D면적변화제동등,25,1.766,0.0,1.346
26,A기본제동등,1,1.21,0.0,0.683
26,A기본제동등,2,1.936,0.04125,1.103
26,A기본제동등,3,1.796,0.0,0.548
26,A기본제동등,4,2.333,0.0,1.672
26,A기본제동등,5,1.135,0.0,0.608
26,A기본제동등,6,3.405,0.0,1.164
26,A기본제동등,7,1.218,0.00716,0.554
26,A기본제동등,8,3.071,0.26152,1.452
26,A기본제동등,9,1.223,0.0,0.528
26,A기본제동등,10,1.779,0.0,0.077
26,A기본제동등,11,1.377,0.0,0.122
26,A기본제동등,12,1.891,0.19287,0.605
26,A기본제동등,13,1.243,0.10559,0.147
26,A기본제동등,14,2.503,0.0,0.0
26,A기본제동등,15,3.196,0.15005,1.62
26,A기본제동등,16,2.329,0.0,0.0
26,A기본제동등,17,1.907,0.1283,0.656
26,A기본제동등,18,2.451,0.0,0.0
26,A기본제동등,19,1.804,0.12657,0.517
26,A기본제동등,20,0.955,0.2297,0.117
26,A기본제동등,21,1.539,0.14298,0.243
26,A기본제동등,22,1.799,0.09556,0.848
26,A기본제동등,23,1.474,0.0,0.217
26,A기본제동등,24,2.362,0.24618,0.397
26,B밝기변화제동등,1,2.754,0.05146,1.392
26,B밝기변화제동등,2,1.781,0.0,1.199
26,B밝기변화제동등,3,2.316,0.07043,0.823
26,B밝기변화제동등,4,1.935,0.0,0.795
26,B밝기변화제동등,5,1.813,0.0,0.533
26,B밝기변화제동등,6,0.964,0.29857,0.0
26,B밝기변화제동등,7,1.766,0.0,0.521
26,B밝기변화제동등,8,1.391,0.12063,0.191
26,B밝기변화제동등,9,2.519,0.08085,1.224
26,B밝기변화제동등,10,1.494,0.0,0.937
26,B밝기변화제동등,11,1.233,0.03586,0.652
26,B밝기변화제동등,12,1.382,0.03162,1.104
26,B밝기변화제동등,13,1.088,0.10313,0.212
26,B밝기변화제동등,14,1.751,0.12866,0.351
26,B밝기변화제동등,15,3.059,0.0,2.344
26,B밝기변화제동등,16,1.785,0.03173,0.774
26,B밝기변화제동등,17,1.788,0.40701,0.08
26,B밝기변화제동등,18,1.782,0.0,0.624
26,B밝기변화제동등,19,1.348,0.04702,0.364
26,B밝기변화제동등,20,2.36,0.0,0.528
26,B밝기변화제동등,21,1.569,0.59352,0.079
26,B밝기변화제동등,22,3.471,0.20034,1.918
26,B밝기변화제동등,23,1.217,0.0,0.0
26,B밝기변화제동등,24,1.79,0.0,1.319
26,B밝기변화제동등,25,1.256,0.37264,0.0
26,B밝기변화제동등,26,1.242,0.02207,0.792
26,C점멸주파수변화제동등,1,1.784,0.04636,0.565
26,C점멸주파수변화제동등,2,1.375,0.0,0.68
26,C점멸주파수변화제동등,3,2.764,0.01332,0.59
26,C점멸주파수변화제동등,4,1.931,0.01131,0.594
26,C점멸주파수변화제동등,5,1.251,0.0,0.505
26,C점멸주파수변화제동등,6,1.382,0.18345,0.362
26,C점멸주파수변화제동등,7,1.811,0.0,0.68
26,C점멸주파수변화제동등,8,2.312,0.04816,0.351
26,C점멸주파수변화제동등,9,1.937,0.07311,0.16
26,C점멸주파수변화제동등,10,1.231,0.02955,0.357
26,C점멸주파수변화제동등,11,2.325,0.15958,0.45
26,C점멸주파수변화제동등,12,2.88,0.01253,0.39
26,C점멸주파수변화제동등,13,3.293,0.06448,0.418
26,C점멸주파수변화제동등,14,1.233,0.0,0.0
26,C점멸주파수변화제동등,15,1.777,0.0,1.007
26,C점멸주파수변화제동등,16,1.511,0.0,0.428
26,C점멸주파수변화제동등,17,1.798,0.10363,0.677
26,C점멸주파수변화제동등,18,1.091,0.2373,0.0
26,C점멸주파수변화제동등,19,1.768,0.08145,0.792
26,C점멸주파수변화제동등,20,3.051,0.24001,0.986
26,C점멸주파수변화제동등,21,1.784,0.08184,0.573
26,D면적변화제동등,1,1.773,0.01625,0.613
26,D면적변화제동등,2,1.357,0.10137,0.463
26,D면적변화제동등,3,1.939,0.08299,0.246
26,D면적변화제동등,4,1.779,0.09677,0.519
26,D면적변화제동등,5,0.986,0.02037,0.422
26,D면적변화제동등,6,2.778,0.0,1.033
26,D면적변화제동등,7,1.913,0.0,0.0
26,D면적변화제동등,8,1.2,0.0,0.0
26,D면적변화제동등,9,1.225,0.01567,0.195
26,D면적변화제동등,10,2.354,0.0,0.0
26,D면적변화제동등,11,0.881,0.0,0.0
26,D면적변화제동등,12,3.28,0.09781,0.128
26,D면적변화제동등,13,2.206,0.06481,0.183
26,D면적변화제동등,14,1.918,0.11409,0.827
26,D면적변화제동등,15,2.833,0.0,0.839
26,D면적변화제동등,16,1.772,0.05267,0.346
26,D면적변화제동등,17,1.214,0.0841,0.549
26,D면적변화제동등,18,2.334,0.0,0.577
26,D면적변화제동등,19,1.499,0.2302,0.038
26,D면적변화제동등,20,1.234,0.0,0.0
26,D면적변화제동등,21,1.953,0.0,0.0
26,D면적변화제동등,22,1.77,0.0,1.001
26,D면적변화제동등,23,1.342,0.0,0.0
27,A기본제동등,1,1.766,0.0,0.348
27,A기본제동등,2,1.8,0.0,0.884
27,A기본제동등,3,1.361,0.0,0.364
27,A기본제동등,4,1.202,0.0,0.0
27,A기본제동등,5,1.252,0.0,0.0
27,A기본제동등,6,1.216,0.0,0.223
27,A기본제동등,7,0.97,0.0,0.0
27,A기본제동등,8,1.508,0.0,0.732
27,A기본제동등,9,1.212,0.0,0.41
27,A기본제동등,10,1.939,0.0,0.0
27,A기본제동등,11,2.362,0.02448,0.519
27,A기본제동등,12,1.8,0.0,0.164
27,A기본제동등,13,1.01,0.0,0.643
27,A기본제동등,14,1.258,0.0,0.32
27,A기본제동등,15,2.324,0.0,0.0
27,A기본제동등,16,2.358,0.0,0.649
27,A기본제동등,17,1.575,0.00921,0.832
27,A기본제동등,18,3.31,0.0,1.005
27,A기본제동등,19,2.768,0.0,2.601
27,A기본제동등,20,1.785,0.0,0.953
27,A기본제동등,21,1.752,0.0,0.464
27,A기본제동등,22,1.39,0.0,0.0
27,A기본제동등,23,1.158,0.0,0.212
27,A기본제동등,24,1.26,0.0,0.0
27,A기본제동등,25,1.923,0.0,0.368
27,A기본제동등,26,1.796,0.0,0.372
27,B밝기변화제동등,1,0.944,0.20442,0.0
27,B밝기변화제동등,2,1.214,0.0,0.387
27,B밝기변화제동등,3,2.472,0.0,0.938
27,B밝기변화제동등,4,2.814,0.0,2.366
27,B밝기변화제동등,5,1.771,0.0,0.874
27,B밝기변화제동등,6,1.78,0.0,0.0
27,B밝기변화제동등,7,1.363,0.0,0.543
27,B밝기변화제동등,8,1.789,0.0,0.0
27,B밝기변화제동등,9,1.351,0.0,0.786
27,B밝기변화제동등,10,1.779,0.0,0.0
27,B밝기변화제동등,11,1.367,0.0,0.876
27,B밝기변화제동등,12,2.764,0.0,1.282
27,B밝기변화제동등,13,1.928,0.0,0.282
27,B밝기변화제동등,14,3.254,0.0,0.666
27,B밝기변화제동등,15,1.776,0.0,0.0
27,B밝기변화제동등,16,2.46,0.0,0.643
27,B밝기변화제동등,17,1.922,0.0,0.792
27,B밝기변화제동등,18,1.773,0.0,1.303
27,B밝기변화제동등,19,0.944,0.0,0.55
27,B밝기변화제동등,20,1.227,0.0,0.445
27,B밝기변화제동등,21,2.479,0.06789,0.448
27,B밝기변화제동등,22,1.365,0.0,0.315
27,B밝기변화제동등,23,1.353,0.0,0.524
27,B밝기변화제동등,24,1.805,0.0,0.519
27,C점멸주파수변화제동등,1,1.215,0.0,0.258
27,C점멸주파수변화제동등,2,1.813,0.0,1.36
27,C점멸주파수변화제동등,3,1.227,0.0,0.0
27,C점멸주파수변화제동등,4,1.25,0.0,0.639
27,C점멸주파수변화제동등,5,1.799,0.0,1.119
27,C점멸주파수변화제동등,6,1.39,0.0,0.85
27,C점멸주파수변화제동등,7,2.767,0.0,0.0
27,C점멸주파수변화제동등,8,1.903,0.0,0.0
27,C점멸주파수변화제동등,9,2.356,0.0,0.0
27,C점멸주파수변화제동등,10,3.294,0.0,0.0
27,C점멸주파수변화제동등,11,1.777,0.0,0.796
27,C점멸주파수변화제동등,12,0.902,0.0,0.469
27,C점멸주파수변화제동등,13,1.23,0.0,0.354
27,C점멸주파수변화제동등,14,2.333,0.04245,0.434
27,C점멸주파수변화제동등,15,1.801,0.0,0.0
27,C점멸주파수변화제동등,16,1.777,0.0,0.0
27,C점멸주파수변화제동등,17,1.367,0.0,1.292
27,C점멸주파수변화제동등,18,1.518,0.13027,0.273
27,C점멸주파수변화제동등,19,1.348,0.0,0.549
27,C점멸주파수변화제동등,20,1.814,0.06077,0.286
27,C점멸주파수변화제동등,21,1.758,0.0,0.499
27,C점멸주파수변화제동등,22,2.019,0.08817,0.328
27,C점멸주파수변화제동등,23,2.477,0.0,0.485
27,C점멸주파수변화제동등,24,1.925,0.0,0.467
27,D면적변화제동등,1,2.739,0.0,0.391
27,D면적변화제동등,2,1.796,0.0,0.0
27,D면적변화제동등,3,2.466,0.0,0.519
27,D면적변화제동등,4,1.945,0.0,0.404
27,D면적변화제동등,5,1.802,0.0,0.0
27,D면적변화제동등,6,1.382,0.0,1.308
27,D면적변화제동등,7,1.528,0.08817,0.251
27,D면적변화제동등,8,1.735,0.0,0.0
27,D면적변화제동등,9,1.36,0.0,0.627
27,D면적변화제동등,10,1.794,0.0,0.522
27,D면적변화제동등,11,1.212,0.0,0.478
27,D면적변화제동등,12,1.386,0.0,0.638
27,D면적변화제동등,13,2.874,0.0,0.0
27,D면적변화제동등,14,3.282,0.0,0.64
27,D면적변화제동등,15,1.235,0.0,0.466
27,D면적변화제동등,16,2.306,0.0,0.477
27,D면적변화제동등,17,2.951,0.0,0.897
27,D면적변화제동등,18,1.519,0.0,0.718
27,D면적변화제동등,19,1.809,0.0,0.0
27,D면적변화제동등,20,2.342,0.07033,0.744
27,D면적변화제동등,21,1.247,0.0,0.0
27,D면적변화제동등,22,1.929,0.0,0.438
27,D면적변화제동등,23,1.784,0.0,0.834
28,A기본제동등,1,1.763,0.0,0.934
28,A기본제동등,2,1.472,0.0,1.136
28,A기본제동등,3,1.219,0.0,1.178
28,A기본제동등,4,1.773,0.0,1.313
28,A기본제동등,5,1.78,0.0,0.0
28,A기본제동등,6,1.208,0.0,0.223
28,A기본제동등,7,1.458,0.0,0.636
28,A기본제동등,8,2.33,0.0,0.0
28,A기본제동등,9,1.94,0.0,1.558
28,A기본제동등,10,1.796,0.0,0.589
28,A기본제동등,11,1.366,0.0,0.0
28,A기본제동등,12,0.974,0.0,0.0
28,A기본제동등,13,2.618,0.0,0.0
28,A기본제동등,14,3.301,0.0,1.487
28,A기본제동등,15,2.141,0.0,0.0
28,A기본제동등,16,2.546,0.0,0.0
28,A기본제동등,17,1.218,0.0,1.105
28,A기본제동등,18,1.767,0.0,0.0
28,A기본제동등,19,1.236,0.00275,0.813
28,A기본제동등,20,2.486,0.0,0.177
28,A기본제동등,21,2.827,0.0,0.969
28,A기본제동등,22,2.49,0.0,0.266
28,B밝기변화제동등,1,1.053,0.0,0.671
28,B밝기변화제동등,2,2.468,0.00326,0.231
28,B밝기변화제동등,3,1.786,0.0,0.268
28,B밝기변화제동등,4,1.206,0.0,0.08
28,B밝기변화제동등,5,1.79,0.0,0.957
28,B밝기변화제동등,6,2.369,0.0,1.372
28,B밝기변화제동등,7,3.118,0.0,1.525
28,B밝기변화제동등,8,1.237,0.0,0.0
28,B밝기변화제동등,9,2.338,0.0,1.722
28,B밝기변화제동등,10,2.326,0.0109,0.466
28,B밝기변화제동등,11,1.922,0.00165,1.607
28,B밝기변화제동등,12,1.795,0.0,0.476
28,B밝기변화제동등,13,1.805,0.0,0.0
28,B밝기변화제동등,14,2.227,0.04387,0.641
28,B밝기변화제동등,15,1.225,0.0,0.39
28,B밝기변화제동등,16,0.966,0.0,0.0
28,B밝기변화제동등,17,1.224,0.00987,0.31
28,B밝기변화제동등,18,1.802,0.0,0.308
28,B밝기변화제동등,19,1.359,0.0,0.932
28,B밝기변화제동등,20,2.755,0.0,0.585
28,B밝기변화제동등,21,1.947,0.0,0.39
28,B밝기변화제동등,22,1.368,0.0,0.0
28,B밝기변화제동등,23,1.781,0.0,1.743
28,C점멸주파수변화제동등,1,1.759,0.0,0.575
28,C점멸주파수변화제동등,2,1.224,0.0,1.185
28,C점멸주파수변화제동등,3,1.95,0.0,0.488
28,C점멸주파수변화제동등,4,2.227,0.00282,0.467
28,C점멸주파수변화제동등,5,2.339,0.00633,0.608
28,C점멸주파수변화제동등,6,1.774,0.0,0.747
28,C점멸주파수변화제동등,7,0.957,0.0,0.441
28,C점멸주파수변화제동등,8,1.521,0.0,1.296
28,C점멸주파수변화제동등,9,1.774,0.0,0.302
28,C점멸주파수변화제동등,10,1.352,0.0,0.352
28,C점멸주파수변화제동등,11,1.24,0.0,0.0
28,C점멸주파수변화제동등,12,1.378,0.0,0.942
28,C점멸주파수변화제동등,13,2.341,0.0,1.264
28,C점멸주파수변화제동등,14,0.925,0.0,0.324
28,C점멸주파수변화제동등,15,3.306,0.0,1.538
28,C점멸주파수변화제동등,16,1.784,0.0,0.849
28,C점멸주파수변화제동등,17,1.763,0.0,1.331
28,C점멸주파수변화제동등,18,1.78,0.0,0.776
28,C점멸주파수변화제동등,19,1.369,0.0,0.467
28,C점멸주파수변화제동등,20,2.78,0.0,0.0
28,C점멸주파수변화제동등,21,1.775,0.0,0.0
28,C점멸주파수변화제동등,22,1.236,0.0,0.938
28,D면적변화제동등,1,0.827,0.0,0.549
28,D면적변화제동등,2,1.243,0.0,1.087
28,D면적변화제동등,3,2.361,0.0,0.58
28,D면적변화제동등,4,1.779,0.0,0.0
28,D면적변화제동등,5,1.388,0.0,0.397
28,D면적변화제동등,6,0.909,0.0064,0.0
28,D면적변화제동등,7,1.809,0.0,0.0
28,D면적변화제동등,8,2.378,0.0,0.0
28,D면적변화제동등,9,3.474,0.0,0.849
28,D면적변화제동등,10,1.399,0.0,0.0
28,D면적변화제동등,11,2.762,0.0,0.0
28,D면적변화제동등,12,1.901,0.0,0.0
28,D면적변화제동등,13,1.767,0.0,0.576
28,D면적변화제동등,14,1.38,0.0,0.108
28,D면적변화제동등,15,1.801,0.0,1.533
28,D면적변화제동등,16,1.788,0.0,0.157
28,D면적변화제동등,17,1.213,0.0,0.0
28,D면적변화제동등,18,1.224,0.0,1.063
28,D면적변화제동등,19,1.237,0.0,0.0
28,D면적변화제동등,20,1.944,0.0,0.0
28,D면적변화제동등,21,1.016,0.0,0.0
28,D면적변화제동등,22,2.31,0.0,0.962
28,D면적변화제동등,23,1.777,0.0,0.634
29,A기본제동등,1,1.226,0.0,0.272
29,A기본제동등,2,1.209,0.00268,0.352
29,A기본제동등,3,1.767,0.0,0.0
29,A기본제동등,4,1.468,0.0,0.455
29,A기본제동등,5,1.192,0.00205,0.678
29,A기본제동등,6,2.357,0.11954,0.187
29,A기본제동등,7,0.803,0.0,0.691
29,A기본제동등,8,3.385,0.02821,0.934
29,A기본제동등,9,1.792,0.13633,0.166
29,A기본제동등,10,1.215,0.00057,0.083
29,A기본제동등,11,1.779,0.0,0.339
29,A기본제동등,12,2.936,0.0,2.295
29,A기본제동등,13,2.757,0.0,0.0
29,A기본제동등,14,1.776,0.01057,0.378
29,A기본제동등,15,3.07,0.0,2.267
29,A기본제동등,16,1.788,0.0,0.708
29,A기본제동등,17,2.865,0.0,1.364
29,A기본제동등,18,1.468,0.15925,0.191
29,A기본제동등,19,1.796,0.0,0.0
29,A기본제동등,20,1.4,0.0,0.713
29,A기본제동등,21,1.122,0.0,0.983
29,A기본제동등,22,1.384,0.21962,0.0
29,A기본제동등,23,1.546,0.0,0.728
29,A기본제동등,24,0.957,0.40906,0.106
29,A기본제동등,25,1.802,0.0,0.294
29,B밝기변화제동등,1,1.751,0.0,0.04
29,B밝기변화제동등,2,1.212,0.0,0.426
29,B밝기변화제동등,3,1.769,0.0,0.673
29,B밝기변화제동등,4,2.967,0.0,1.682
29,B밝기변화제동등,5,1.232,0.0,0.0
29,B밝기변화제동등,6,2.463,0.0,0.0
29,B밝기변화제동등,7,2.793,0.0,1.672
29,B밝기변화제동등,8,2.739,0.0,0.483
29,B밝기변화제동등,9,1.769,0.0,1.687
29,B밝기변화제동등,10,2.872,0.0,1.664
29,B밝기변화제동등,11,1.762,0.0,0.695
29,B밝기변화제동등,12,0.966,0.26789,0.041
29,B밝기변화제동등,13,1.771,0.0,0.0
29,B밝기변화제동등,14,1.775,0.0,0.562
29,B밝기변화제동등,15,1.358,0.0,0.531
29,B밝기변화제동등,16,1.781,0.0,0.083
29,B밝기변화제동등,17,1.463,0.0,0.0
29,B밝기변화제동등,18,2.222,0.0,1.598
29,B밝기변화제동등,19,1.899,0.21813,0.491
29,B밝기변화제동등,20,3.422,0.0,1.851
29,B밝기변화제동등,21,1.232,0.00377,0.49
29,C점멸주파수변화제동등,1,1.789,0.0,0.32
29,C점멸주파수변화제동등,2,1.43,0.0,0.954
29,C점멸주파수변화제동등,3,2.46,0.0,0.492
29,C점멸주파수변화제동등,4,1.915,0.0,0.388
29,C점멸주파수변화제동등,5,1.797,0.0,0.264
29,C점멸주파수변화제동등,6,1.369,0.0,0.418
29,C점멸주파수변화제동등,7,0.86,0.0,0.626
29,C점멸주파수변화제동등,8,1.559,0.24467,0.383
29,C점멸주파수변화제동등,9,1.772,0.0,0.511
29,C점멸주파수변화제동등,10,2.737,0.0,0.361
29,C점멸주파수변화제동등,11,1.795,0.0,0.501
29,C점멸주파수변화제동등,12,3.065,0.0,2.262
29,C점멸주파수변화제동등,13,1.22,0.0,0.327
29,C점멸주파수변화제동등,14,1.772,0.0,0.0
29,C점멸주파수변화제동등,15,2.955,0.0,2.381
29,C점멸주파수변화제동등,16,2.34,0.0077,1.552
29,C점멸주파수변화제동등,17,2.263,0.07403,0.928
29,C점멸주파수변화제동등,18,3.324,0.0,0.322
29,C점멸주파수변화제동등,19,1.24,0.0,0.286
29,C점멸주파수변화제동등,20,2.316,0.0,0.0
29,C점멸주파수변화제동등,21,2.814,0.0,1.71
29,C점멸주파수변화제동등,22,1.217,0.0,0.288
29,C점멸주파수변화제동등,23,1.204,0.0,0.0
29,C점멸주파수변화제동등,24,1.235,0.0,0.0
29,D면적변화제동등,1,1.767,0.0,0.238
29,D면적변화제동등,2,1.213,0.0,0.351
29,D면적변화제동등,3,1.21,0.0,0.595
29,D면적변화제동등,4,2.466,0.11059,0.595
29,D면적변화제동등,5,1.93,0.0,0.344
29,D면적변화제동등,6,1.779,0.0,0.265
29,D면적변화제동등,7,1.122,0.00125,0.637
29,D면적변화제동등,8,1.356,0.0,0.083
29,D면적변화제동등,9,2.354,0.0,0.379
29,D면적변화제동등,10,3.406,0.0,0.974
29,D면적변화제동등,11,1.801,0.0,0.435
29,D면적변화제동등,12,2.871,0.0,1.09
29,D면적변화제동등,13,1.25,0.0,0.0
29,D면적변화제동등,14,0.838,0.34013,0.119
29,D면적변화제동등,15,2.75,0.0,0.357
29,D면적변화제동등,16,1.782,0.0,1.125
29,D면적변화제동등,17,3.051,0.0,2.025
29,D면적변화제동등,18,1.774,0.0,0.178
29,D면적변화제동등,19,1.376,0.32447,0.0
29,D면적변화제동등,20,1.242,0.0,0.362
29,D면적변화제동등,21,2.481,0.0,0.61
29,D면적변화제동등,22,2.824,0.0,1.005
30,A기본제동등,1,1.056,0.0,0.0
30,A기본제동등,2,1.804,0.0,0.0
30,A기본제동등,3,1.784,0.0,0.727
